,ISBN,Book-Title,Book-Author,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Publication_Date,Year-Of-Publication
4730,0743407067,The First Time,Joy Fielding,Pocket Star,http://images.amazon.com/images/P/0743407067.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743407067.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743407067.01.LZZZZZZZ.jpg,2001-01-01,2001.0
4731,0515131083,Plantation: A Lowcountry Tale,Dorothea Benton Frank,Jove Books,http://images.amazon.com/images/P/0515131083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131083.01.LZZZZZZZ.jpg,2001-01-01,2001.0
4740,1400032806,Under the Banner of Heaven : A Story of Violent Faith,JON KRAKAUER,Anchor,http://images.amazon.com/images/P/1400032806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400032806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400032806.01.LZZZZZZZ.jpg,2004-01-01,2004.0
4745,0743407059,The First Time,Joy Fielding,Atria,http://images.amazon.com/images/P/0743407059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743407059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743407059.01.LZZZZZZZ.jpg,2000-01-01,2000.0
4748,0743407083,Grand Avenue,Joy Fielding,Pocket Star,http://images.amazon.com/images/P/0743407083.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743407083.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743407083.01.LZZZZZZZ.jpg,2002-01-01,2002.0
4763,0375406530,Waiting,Ha Jin,Pantheon Books,http://images.amazon.com/images/P/0375406530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375406530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375406530.01.LZZZZZZZ.jpg,1999-01-01,1999.0
4764,006000438X,The Death of Vishnu: A Novel,Manil Suri,Perennial,http://images.amazon.com/images/P/006000438X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006000438X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006000438X.01.LZZZZZZZ.jpg,2002-01-01,2002.0
4768,0374129983,The Corrections,Jonathan Franzen,Farrar Straus &amp; Giroux,http://images.amazon.com/images/P/0374129983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374129983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374129983.01.LZZZZZZZ.jpg,2001-01-01,2001.0
4772,0394561619,Love in the Time of Cholera,GABRIEL GARCIA MARQUEZ,Knopf,http://images.amazon.com/images/P/0394561619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394561619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394561619.01.LZZZZZZZ.jpg,1988-01-01,1988.0
4777,0679437452,Range of Motion,Elizabeth Berg,Random House Inc,http://images.amazon.com/images/P/0679437452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679437452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679437452.01.LZZZZZZZ.jpg,1995-01-01,1995.0
4778,1931561648,The Time Traveler's Wife (Today Show Book Club #15),Audrey Niffenegger,MacAdam/Cage Publishing,http://images.amazon.com/images/P/1931561648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931561648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931561648.01.LZZZZZZZ.jpg,2003-01-01,2003.0
4779,0060517794,Little Altars Everywhere,Rebecca Wells,HarperTorch,http://images.amazon.com/images/P/0060517794.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060517794.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060517794.01.LZZZZZZZ.jpg,2003-01-01,2003.0
4780,0553296124,"Heir to the Empire (Star Wars: The Thrawn Trilogy, Vol. 1)",Timothy Zahn,Bantam,http://images.amazon.com/images/P/0553296124.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553296124.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553296124.01.LZZZZZZZ.jpg,1998-01-01,1998.0
4781,0345413350,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,Del Rey,http://images.amazon.com/images/P/0345413350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345413350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345413350.01.LZZZZZZZ.jpg,1997-01-01,1997.0
4782,0380701340,Creed for the Third Millennium,Colleen McCullough,Avon,http://images.amazon.com/images/P/0380701340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380701340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380701340.01.LZZZZZZZ.jpg,1986-01-01,1986.0
4801,0451146425,Lie Down With Lions,Ken Follett,New Amer Library (Mm),http://images.amazon.com/images/P/0451146425.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451146425.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451146425.01.LZZZZZZZ.jpg,1986-01-01,1986.0
4803,0380817446,The Legend of Bagger Vance,Steven Pressfield,HarperTorch,http://images.amazon.com/images/P/0380817446.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380817446.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380817446.01.LZZZZZZZ.jpg,2000-01-01,2000.0
4806,0345300203,The Outside Man,Richard North Patterson,Ballantine Books,http://images.amazon.com/images/P/0345300203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345300203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345300203.01.LZZZZZZZ.jpg,1995-01-01,1995.0
4809,0553579835,The Matarese Countdown,Robert Ludlum,Bantam Books,http://images.amazon.com/images/P/0553579835.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579835.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579835.01.LZZZZZZZ.jpg,1998-01-01,1998.0
4812,1576737330,The Prayer of Jabez: Breaking Through to the Blessed Life,Bruce Wilkinson,Multnomah,http://images.amazon.com/images/P/1576737330.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1576737330.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1576737330.01.LZZZZZZZ.jpg,2000-01-01,2000.0
4817,0670813028,It,Stephen King,Viking Books,http://images.amazon.com/images/P/0670813028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670813028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670813028.01.LZZZZZZZ.jpg,1986-01-01,1986.0
4822,0451197410,How Stella Got Her Groove Back,Terry McMillan,Signet Book,http://images.amazon.com/images/P/0451197410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451197410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451197410.01.LZZZZZZZ.jpg,1998-01-01,1998.0
4824,0316601950,The Pilot's Wife : A Novel,Anita Shreve,Back Bay Books,http://images.amazon.com/images/P/0316601950.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316601950.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316601950.01.LZZZZZZZ.jpg,1999-01-01,1999.0
4830,0445406518,Crocodile on the Sandbank,Elizabeth Peters,Warner Books,http://images.amazon.com/images/P/0445406518.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0445406518.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0445406518.01.LZZZZZZZ.jpg,1988-01-01,1988.0
4857,0345313151,Bearing an Hourglass (Incarnations of Immortality (Paperback)),Piers Anthony,Del Rey Books,http://images.amazon.com/images/P/0345313151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345313151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345313151.01.LZZZZZZZ.jpg,1991-01-01,1991.0
4858,0345314255,Sword of Shannara,Terry Brooks,Del Rey Books,http://images.amazon.com/images/P/0345314255.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345314255.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345314255.01.LZZZZZZZ.jpg,1995-01-01,1995.0
4861,0451132343,Firestarter,Stephen King,Signet Book,http://images.amazon.com/images/P/0451132343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451132343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451132343.01.LZZZZZZZ.jpg,1984-01-01,1984.0
4866,0061031429,The Vendetta Defense,Lisa Scottoline,HarperTorch,http://images.amazon.com/images/P/0061031429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061031429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061031429.01.LZZZZZZZ.jpg,2002-01-01,2002.0
4870,0446693790,"Dude, Where's My Country?",Michael Moore,Warner Books,http://images.amazon.com/images/P/0446693790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446693790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446693790.01.LZZZZZZZ.jpg,2004-01-01,2004.0
4878,0451522303,Animal Farm,George Orwell,Signet Book,http://images.amazon.com/images/P/0451522303.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451522303.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451522303.01.LZZZZZZZ.jpg,1956-01-01,1956.0
4892,0525941673,Cavedweller,Dorothy Allison,Dutton Books,http://images.amazon.com/images/P/0525941673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525941673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525941673.01.LZZZZZZZ.jpg,1998-01-01,1998.0
4924,1573227331,About a Boy,Nick Hornby,Riverhead Books,http://images.amazon.com/images/P/1573227331.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573227331.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573227331.01.LZZZZZZZ.jpg,1999-01-01,1999.0
4930,080411918X,A Patchwork Planet,ANNE TYLER,Ballantine Books,http://images.amazon.com/images/P/080411918X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411918X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411918X.01.LZZZZZZZ.jpg,2001-01-01,2001.0
4932,0553293176,Dangerous,Amanda Quick,Bantam,http://images.amazon.com/images/P/0553293176.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553293176.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553293176.01.LZZZZZZZ.jpg,1993-01-01,1993.0
4934,0440222915,Outlander,DIANA GABALDON,Dell,http://images.amazon.com/images/P/0440222915.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222915.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222915.01.LZZZZZZZ.jpg,1996-01-01,1996.0
4935,1551668653,Getting Rid Of Bradley,Jennifer Crusie,Mira,http://images.amazon.com/images/P/1551668653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551668653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551668653.01.LZZZZZZZ.jpg,2001-01-01,2001.0
4936,038079960X,The Mermaids Singing,Lisa Carey,Avon,http://images.amazon.com/images/P/038079960X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038079960X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038079960X.01.LZZZZZZZ.jpg,1999-01-01,1999.0
4937,0440237300,Three Weeks in Paris,BARBARA TAYLOR BRADFORD,Dell,http://images.amazon.com/images/P/0440237300.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440237300.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440237300.01.LZZZZZZZ.jpg,2002-01-01,2002.0
4940,0399133186,Mortal Fear,Robin Cook,Putnam Pub Group,http://images.amazon.com/images/P/0399133186.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399133186.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399133186.01.LZZZZZZZ.jpg,1988-01-01,1988.0
4941,0066214122,Prey: A Novel,Michael Crichton,HarperCollins,http://images.amazon.com/images/P/0066214122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066214122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066214122.01.LZZZZZZZ.jpg,2002-01-01,2002.0
4960,0446604275,Primary Colors: A Novel of Politics,Anonymous,Warner Books,http://images.amazon.com/images/P/0446604275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604275.01.LZZZZZZZ.jpg,1996-01-01,1996.0
4968,034531798X,Foundation (Foundation Novels (Paperback)),Isaac Asimov,Del Rey Books,http://images.amazon.com/images/P/034531798X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034531798X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034531798X.01.LZZZZZZZ.jpg,1984-01-01,1984.0
4971,034545071X,Distant Shores,KRISTIN HANNAH,Ballantine Books,http://images.amazon.com/images/P/034545071X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034545071X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034545071X.01.LZZZZZZZ.jpg,2002-01-01,2002.0
4972,0451188470,The Love Letter,Cathleen Schine,Signet Book,http://images.amazon.com/images/P/0451188470.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188470.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188470.01.LZZZZZZZ.jpg,1996-01-01,1996.0
4976,0375502238,Blessings,ANNA QUINDLEN,Random House,http://images.amazon.com/images/P/0375502238.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375502238.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375502238.01.LZZZZZZZ.jpg,2002-01-01,2002.0
4977,0440202043,Shell Seekers,Rosamunde Pilcher,Dell,http://images.amazon.com/images/P/0440202043.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440202043.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440202043.01.LZZZZZZZ.jpg,1996-01-01,1996.0
4983,0590452037,Maniac Magee,Jerry Spinelli,Scholastic Inc,http://images.amazon.com/images/P/0590452037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590452037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590452037.01.LZZZZZZZ.jpg,2002-01-01,2002.0
4984,0451183665,A Case of Need,Michael Crichton,Signet Book,http://images.amazon.com/images/P/0451183665.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451183665.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451183665.01.LZZZZZZZ.jpg,1994-01-01,1994.0
4986,0553111531,Darkness Peering,Alice Blanchard,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553111531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553111531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553111531.01.LZZZZZZZ.jpg,1999-01-01,1999.0
4991,0399150897,Blow Fly: A Scarpetta Novel,Patricia Cornwell,Putnam Publishing Group,http://images.amazon.com/images/P/0399150897.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399150897.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399150897.01.LZZZZZZZ.jpg,2003-01-01,2003.0
4998,0786890169,Black Water,T. Jefferson Parker,Hyperion,http://images.amazon.com/images/P/0786890169.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786890169.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786890169.01.LZZZZZZZ.jpg,2003-01-01,2003.0
4999,074322535X,Gap Creek: The Story of a Marriage,Robert Morgan,Touchstone,http://images.amazon.com/images/P/074322535X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074322535X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074322535X.01.LZZZZZZZ.jpg,2001-01-01,2001.0
5005,0684841185,Death du Jour,Kathy Reichs,Scribner,http://images.amazon.com/images/P/0684841185.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684841185.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684841185.01.LZZZZZZZ.jpg,1999-01-01,1999.0
5014,0316693286,Pop Goes the Weasel,James Patterson,Replica Books,http://images.amazon.com/images/P/0316693286.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693286.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693286.01.LZZZZZZZ.jpg,1999-01-01,1999.0
5020,0373484887,Hidden Star (The Star Series),Nora Roberts,Silhouette,http://images.amazon.com/images/P/0373484887.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484887.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484887.01.LZZZZZZZ.jpg,2001-01-01,2001.0
5027,0060086246,Last Chance Saloon,Marian Keyes,Perennial,http://images.amazon.com/images/P/0060086246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060086246.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060086246.01.LZZZZZZZ.jpg,2003-01-01,2003.0
5028,0451180429,The Quiet Game,Greg Iles,Signet Book,http://images.amazon.com/images/P/0451180429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451180429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451180429.01.LZZZZZZZ.jpg,2000-01-01,2000.0
5029,0373250126,Milkrun,Sarah Mlynowski,Harlequin,http://images.amazon.com/images/P/0373250126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250126.01.LZZZZZZZ.jpg,2001-01-01,2001.0
5031,0373250193,Loose Screws (Red Dress Ink (Paperback)),Karen Templeton,Red Dress Ink,http://images.amazon.com/images/P/0373250193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250193.01.LZZZZZZZ.jpg,2002-01-01,2002.0
5033,0451410947,Must Love Dogs,Claire Cook,Onyx Books,http://images.amazon.com/images/P/0451410947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451410947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451410947.01.LZZZZZZZ.jpg,2003-01-01,2003.0
5034,038550926X,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,Doubleday,http://images.amazon.com/images/P/038550926X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038550926X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038550926X.01.LZZZZZZZ.jpg,2003-01-01,2003.0
5046,0552998001,Blackberry Wine,Joanne Harris,Black Swan,http://images.amazon.com/images/P/0552998001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552998001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552998001.01.LZZZZZZZ.jpg,2001-01-01,2001.0
5050,0671004530,On the Street Where You Live,Mary Higgins Clark,Pocket,http://images.amazon.com/images/P/0671004530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004530.01.LZZZZZZZ.jpg,2002-01-01,2002.0
5063,0440226414,Fortune's Hand,Belva Plain,Dell Publishing Company,http://images.amazon.com/images/P/0440226414.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226414.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226414.01.LZZZZZZZ.jpg,2000-01-01,2000.0
5065,0060959037,Prodigal Summer: A Novel,Barbara Kingsolver,Perennial,http://images.amazon.com/images/P/0060959037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060959037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060959037.01.LZZZZZZZ.jpg,2001-01-01,2001.0
5066,055327886X,Rubyfruit Jungle,Rita Mae Brown,Bantam Books,http://images.amazon.com/images/P/055327886X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055327886X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055327886X.01.LZZZZZZZ.jpg,1983-01-01,1983.0
5067,0805036377,M Is for Malice (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805036377.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805036377.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805036377.01.LZZZZZZZ.jpg,1996-01-01,1996.0
5070,014028009X,Bridget Jones's Diary,Helen Fielding,Penguin Books,http://images.amazon.com/images/P/014028009X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014028009X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014028009X.01.LZZZZZZZ.jpg,1999-01-01,1999.0
5095,034547063X,Black House,STEPHEN KING,Ballantine Books,http://images.amazon.com/images/P/034547063X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034547063X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034547063X.01.LZZZZZZZ.jpg,2003-01-01,2003.0
5125,0312244266,Winter Solstice,Rosamunde Pilcher,Thomas Dunne Books,http://images.amazon.com/images/P/0312244266.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312244266.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312244266.01.LZZZZZZZ.jpg,2000-01-01,2000.0
5149,0373482957,Tiger Prince,Sandra Brown,Silhouette,http://images.amazon.com/images/P/0373482957.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373482957.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373482957.01.LZZZZZZZ.jpg,1994-01-01,1994.0
5150,0446600342,Where There's Smoke,Sandra Brown,Warner Books,http://images.amazon.com/images/P/0446600342.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446600342.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446600342.01.LZZZZZZZ.jpg,1994-01-01,1994.0
5153,0446356859,Sunset Embrace,Sandra Brown,Warner Books,http://images.amazon.com/images/P/0446356859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446356859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446356859.01.LZZZZZZZ.jpg,1990-01-01,1990.0
5154,0446603082,Sweet Anger,Sandra Brown,Warner Vision,http://images.amazon.com/images/P/0446603082.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603082.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603082.01.LZZZZZZZ.jpg,1999-01-01,1999.0
5157,0446364150,Hidden Fires,Sandra Brown,Warner Books,http://images.amazon.com/images/P/0446364150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364150.01.LZZZZZZZ.jpg,1994-01-01,1994.0
5175,0452282829,We Were the Mulvaneys,Joyce Carol Oates,Plume,http://images.amazon.com/images/P/0452282829.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282829.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282829.01.LZZZZZZZ.jpg,1996-01-01,1996.0
